index,feature_1,feature_2
0,50.452448908139374,51.14114165069453
1,54.35714388974095,51.11797774387341
2,58.61832860391648,49.102403933587
3,43.15920400377168,58.25463966115625
4,53.71627085601721,52.71577134152597
5,44.68792794070218,47.35280286316963
6,50.712128680352826,53.45242677033884
7,57.89545628205217,50.799958067867195
8,60.70823800435231,47.967924918076925
9,49.21681051170955,49.79618736932283
10,47.64111983180832,52.29692885858306
11,47.50352200730424,44.07528116791488
12,58.021271807585705,47.711502845215875
13,49.37495484840211,57.407277738294866
14,54.28396991283263,54.20910033445031
15,48.21868014469287,53.68757784233543
16,45.24988972544709,48.30483462049719
17,53.50976813110635,50.69120716029341
18,54.31914006849094,48.35737388438553
19,55.887059444888465,52.19543339464788
20,53.39456781535947,50.33789534744446
21,54.19244601868172,45.48536410956487
22,41.98870229470538,43.7417639294693
23,46.67245146355653,51.1608066153336
24,48.539144070982225,49.4825586596702
25,46.392209832285765,51.58247130836654
26,52.35769261272569,55.06357908909914
27,49.330885177419795,43.12552095815009
28,51.44559699344992,53.1564411291927
29,48.05095098422116,43.116569262218455
30,47.648136728536024,46.80561075878329
31,42.68278999081498,47.046464930182566
32,53.911751712088304,49.0467447124742
33,47.86373676831733,50.79269845538357
34,46.93951600470096,49.29604556791807
35,42.71422090072167,48.401643918213495
36,56.11270669337015,49.227352589655986
37,38.44948281683678,50.27176792695191
38,52.661545927766745,51.82722032182039
39,49.51356700793255,60.465841544652974
40,51.17200446349348,51.35171619640863
41,46.18471395152616,44.43794264008291
42,47.43878635464231,45.93113635876061
43,51.3185860217826,50.26233399178122
44,51.16084944813128,47.22336390590492
45,52.33754671126023,45.70353768558381
46,60.64234866217582,45.89306660387807
47,51.68787274399467,57.037409306568584
48,53.17575473407202,48.88888651450613
49,49.20682581480656,44.82173123587094
50,51.09998341985882,56.79593787620218
51,45.68327367630309,49.262356598798235
52,53.079897112877475,55.64486146360446
53,54.396989874314144,53.88895967714474
54,51.5780250179517,56.029268104441165
55,48.327719138220615,56.50022297349479
56,54.39225150653636,49.75037044506873
57,47.94536384583132,55.53144355029944
58,55.77656018053348,53.0438073611222
59,50.33272907929602,46.51288088349862
60,43.6103121284019,50.862939588610594
61,50.813765325525026,52.93111165679639
62,54.20154068728698,41.36339788403826
63,46.80124233625126,45.36712029297237
64,64.52533584620204,44.14216685587329
65,45.670844421533786,54.84139177295741
66,52.172118217729285,51.18867801166139
67,48.18473076717464,48.09131053000836
68,57.86677451237621,51.929232762782505
69,41.58565114192098,48.32557485007113
70,46.28205885593718,45.888749913548395
71,46.505347857106266,44.931413167798006
72,48.08406339432006,57.307221461211014
73,48.158755216059845,51.70777775470255
74,45.783848648535646,43.90593469788186
75,43.62156838331039,44.333563929982596
76,51.84178306350329,54.23291992921702
77,51.56756923725098,54.1906328394719
78,53.32692554486393,49.50757257745288
79,55.95571476544433,51.31374612573569
80,53.12795196983669,48.45326730139881
81,54.65786506437122,51.92475483052932
82,51.16338105677352,50.10926072761721
83,58.71967263083896,52.194965793691495
84,48.77361077028945,53.88668788030872
85,41.21135804321685,42.66477377304505
86,50.26577673788934,50.00042196545707
87,45.331911599950615,48.97281221066185
88,49.075688182273694,46.5953522779803
89,52.400717016958055,41.27707006512904
90,53.21663397344522,48.026974385702054
91,39.26355485130672,49.18667039727546
92,50.91617218610953,43.8776548413975
93,48.62428874386658,57.47470655617198
94,57.316514456097806,44.056184728385745
95,59.98365445845893,64.56931233003665
96,48.974191555669776,39.98238853966743
97,55.329901153938216,50.785242837226725
98,45.17441618883814,46.37386967732123
99,62.587370187669606,59.38422305640835
100,45.402738569991946,52.48580372026882
101,40.24482405673082,43.48910246568841
102,50.360647538569346,47.35253645468099
103,90.0,88.0
104,44.46477158978256,45.526364905220866
105,48.361634528190194,55.01378912652302
106,50.452924534508725,53.21969396638429
107,49.430262711725625,45.79921761518736
108,39.339768596343454,51.33855731171918
109,45.609238165356246,48.32938279649594
110,49.7310872459084,58.839649567899414
111,49.237387337738205,51.916969321767475
112,50.15315746297209,47.57915283333211
113,54.28987940628577,49.043478375591924
114,51.01153095915597,54.2219259524266
115,52.19818303008497,52.62093921406385
116,57.35745986496578,37.16670779534351
117,49.69337827085576,44.735507446480256
118,51.523585398772155,44.80007946879752
119,52.770582506620464,61.63826550173042
120,59.10323078823401,53.65387345569322
121,42.09202800273029,57.379745240267546
122,60.64623556014149,43.56288709362985
123,52.143782192308066,57.67877995997996
124,10.0,12.0
125,45.93529452344837,47.923213699101574
126,50.639202015836425,48.41878703828209
127,50.36016786616289,52.069451426863466
128,49.91599421247856,45.7347803621321
129,58.64348822202796,45.065714607858816
130,50.58342904570364,51.09344298364506
131,58.00889445660458,48.80322186263488
132,47.883508439779234,49.601408945468
133,46.64429861301709,51.56004735775622
134,48.74011310896557,50.762812560512344
135,54.17555622957289,51.784355295747545
136,44.5160721077268,59.18456764160657
137,52.403733294529545,52.23265588014972
138,50.88286679226856,44.57805963883317
139,55.34235777994519,51.16439010068584
140,42.1397987217338,49.665234135508996
141,47.85836088918447,48.23933224755885
142,50.1639104643813,43.91719925309436
143,48.8807059155975,51.21248395635611
144,15.0,90.0
145,51.998871133617186,45.472604723199694
146,49.40680836945059,51.42913069801271
147,57.55614216638361,53.18766905448848
148,41.99361031440573,46.02931854987288
149,53.55613289896427,53.96673617599963
150,52.07204716637998,45.05230939984068
151,54.1399408839853,48.517145232326456
152,48.81574867745158,50.88256210686224
153,56.530008708534126,51.09691250681928
154,95.0,8.0
155,54.999121234551474,44.70731959010796
156,44.13996403702592,47.40860078816863
157,52.28387618778706,46.69037029466674
158,47.65298829898638,50.06247059363844
159,48.80913128012667,48.66806254995522
160,50.057130277803296,56.644802952184946
161,45.7337832472059,48.56308319225412
162,41.62658527647822,47.568460454633346
163,58.08104840825604,39.68380861597629
164,51.38137089664277,42.93617058053817
165,58.63675107082092,42.33069297541931
166,50.65137260736443,54.91369755511529
167,47.02925022151603,42.769710728057724
168,43.38650193822799,45.01376586199259
169,52.650323528007334,46.47663368565059
170,39.74913949484488,49.75640799034941
171,54.637192407790906,52.27210169107182
172,52.063663057979944,52.15410501503941
173,47.7250825982961,43.87197118116376
174,50.33015348780608,55.636206034840164
175,53.752255979032284,54.70282358195607
176,5.0,95.0
177,47.14528169239103,54.068818449831056
178,41.56332783020985,42.76443763788456
179,47.04448287404447,52.95453161396677
180,49.97439066639964,49.18278550737744
181,42.64596852748671,44.92210459396229
182,100.0,100.0
183,45.877593921543806,53.252963939123504
184,51.479969948435496,48.14042709339355
185,38.5435524570095,51.5218336451513
186,54.947919672974265,44.10848188442567
187,45.61569610916206,49.52868722873721
188,55.856235467336596,53.7543449436563
189,48.109187229803055,56.49614148893033
190,44.447846577927606,47.64237596275026
191,46.354580811281956,46.72926779966102
192,41.216391087607086,51.639977418570545
193,51.843753920412496,45.20558699585501
194,50.539402221715164,56.547753424302634
195,52.17383037233309,48.119219643849505
196,52.91327620993854,58.66155802704972
197,88.0,15.0
198,49.227471603750494,46.52028694164648
199,53.80066542687927,51.14605687057534
200,44.88251253689067,50.89637817478158
201,54.57951271178007,43.36803641130218
202,48.25637463875781,47.68824103667716
203,52.69057718501963,56.68699053721372
204,50.77714663834233,51.758782041996014
205,44.0208017720548,52.43486240392791
206,46.72606152285305,52.2303610074104
